Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      31/1787        cv::Mat::Mat() [165]
                0.00    0.00      52/1787        cv::Mat::Mat(cv::Mat const&) [143]
                0.00    0.00    1704/1787        cv::Mat::Mat(int, int, int) [119]
[115]    0.0    0.00    0.00    1787         cv::Mat::MSize::MSize(int*) [115]
-----------------------------------------------
                0.00    0.00      31/1787        cv::Mat::Mat() [165]
                0.00    0.00      52/1787        cv::Mat::Mat(cv::Mat const&) [143]
                0.00    0.00    1704/1787        cv::Mat::Mat(int, int, int) [119]
[116]    0.0    0.00    0.00    1787         cv::Mat::MStep::MStep() [116]
-----------------------------------------------
                0.00    0.00      31/1735        cv::Mat::Mat() [165]
                0.00    0.00    1704/1735        cv::Mat::Mat(int, int, int) [119]
[117]    0.0    0.00    0.00    1735         cv::Mat::initEmpty() [117]
-----------------------------------------------
                0.00    0.00    1704/1704        cv::Mat::Mat(int, int, int) [119]
[118]    0.0    0.00    0.00    1704         cv::Mat::create(int, int, int) [118]
-----------------------------------------------
                0.00    0.00    1704/1704        cv::Mat Mat2cvp<float>(Mat<float>, Mat<float>, Mat<float>) [19]
[119]    0.0    0.00    0.00    1704         cv::Mat::Mat(int, int, int) [119]
                0.00    0.00    1704/1787        cv::Mat::MSize::MSize(int*) [115]
                0.00    0.00    1704/1787        cv::Mat::MStep::MStep() [116]
                0.00    0.00    1704/1735        cv::Mat::initEmpty() [117]
                0.00    0.00    1704/1704        cv::Mat::create(int, int, int) [118]
-----------------------------------------------
                0.00    0.00    1648/1648        main10() [2]
[120]    0.0    0.00    0.00    1648         std::abs(float) [120]
-----------------------------------------------
                0.00    0.00    1522/1522        NormalRand::dev() [123]
[121]    0.0    0.00    0.00    1522         Ranfib::doub() [121]
-----------------------------------------------
                0.00    0.00       2/386         main10() [2]
                0.00    0.00      64/386         Frame<float>::Frame() [138]
                0.00    0.00     128/386         OODirectSlamSE3<float>::computePyramid(int) [31]
                0.00    0.00     192/386         LSSE3<float>::LSSE3(Frame<float>*, Frame<float>*, Mat<float>*, Mat<float>*, Mat<float>*, Mat<float>*, int) [29]
[122]    0.0    0.00    0.00     386         Mat<float>::Mat() [122]
-----------------------------------------------
                0.00    0.00     206/206         initializeInvDM(Frame<float>*, float) [41]
[123]    0.0    0.00    0.00     206         NormalRand::dev() [123]
                0.00    0.00    1522/1522        Ranfib::doub() [121]
-----------------------------------------------
                0.00    0.00       8/160         bool __gnu_cxx::operator==<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) [213]
                0.00    0.00      48/160         std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
                0.00    0.00     104/160         __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::difference_type __gnu_cxx::operator-<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) [144]
[124]    0.0    0.00    0.00     160         __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::base() const [124]
-----------------------------------------------
                0.00    0.00      48/120         OODirectSlamSE3<float>::computePyramid(int) [31]
                0.00    0.00      72/120         Frame<float>::copyFrame(Frame<float> const&) [70]
[125]    0.0    0.00    0.00     120         Frame<float>::getChannel() const [125]
-----------------------------------------------
                0.00    0.00      14/112         std::vector<cv::Mat, std::allocator<cv::Mat> >::end() [185]
                0.00    0.00      28/112         std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [170]
                0.00    0.00      70/112         std::vector<cv::Mat, std::allocator<cv::Mat> >::begin() [137]
[126]    0.0    0.00    0.00     112         __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::__normal_iterator(cv::Mat* const&) [126]
-----------------------------------------------
                0.00    0.00       9/107         main10() [2]
                0.00    0.00      18/107         computeGradient(cv::Mat*) [201]
                0.00    0.00      80/107         afficher(std::string, cv::Mat*, cv::Mat*, cv::Mat*, bool, float) [172]
[127]    0.0    0.00    0.00     107         cv::Size_<int>::Size_(int, int) [127]
-----------------------------------------------
                0.00    0.00     104/104         cv::Mat::Mat(cv::Mat const&) [143]
[128]    0.0    0.00    0.00     104         cv::Mat::MStep::operator[](int) [128]
-----------------------------------------------
                0.00    0.00     104/104         cv::Mat::Mat(cv::Mat const&) [143]
[129]    0.0    0.00    0.00     104         cv::Mat::MStep::operator[](int) const [129]
-----------------------------------------------
                0.00    0.00      96/96          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_check_len(unsigned int, char const*) const [178]
[130]    0.0    0.00    0.00      96         std::vector<cv::Mat, std::allocator<cv::Mat> >::size() const [130]
-----------------------------------------------
                0.00    0.00       8/88          bool __gnu_cxx::operator==<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&, __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&) [212]
                0.00    0.00      24/88          std::vector<Mat<float>, std::allocator<Mat<float> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [73]
                0.00    0.00      56/88          __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::difference_type __gnu_cxx::operator-<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&, __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > > const&) [169]
[131]    0.0    0.00    0.00      88         __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::base() const [131]
-----------------------------------------------
                0.00    0.00      11/83          std::vector<cv::Mat, std::allocator<cv::Mat> >::~vector() [200]
                0.00    0.00      72/83          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
[132]    0.0    0.00    0.00      83         std::_Vector_base<cv::Mat, std::allocator<cv::Mat> >::_M_get_Tp_allocator() [132]
-----------------------------------------------
                0.00    0.00      24/76          cv::Mat* std::__uninitialized_copy<false>::__uninit_copy<cv::Mat*, cv::Mat*>(cv::Mat*, cv::Mat*, cv::Mat*) [151]
                0.00    0.00      52/76          void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [161]
[133]    0.0    0.00    0.00      76         cv::Mat* std::__addressof<cv::Mat>(cv::Mat&) [133]
-----------------------------------------------
                0.00    0.00       7/75          void std::_Construct<Mat<float>, Mat<float> >(Mat<float>*, Mat<float> const&) [85]
                0.00    0.00      16/75          __gnu_cxx::new_allocator<Mat<float> >::construct(Mat<float>*, Mat<float> const&) [75]
                0.00    0.00      24/75          void std::_Construct<cv::Mat, cv::Mat>(cv::Mat*, cv::Mat const&) [181]
                0.00    0.00      28/75          __gnu_cxx::new_allocator<cv::Mat>::construct(cv::Mat*, cv::Mat const&) [167]
[134]    0.0    0.00    0.00      75         operator new(unsigned int, void*) [134]
-----------------------------------------------
                0.00    0.00      24/72          __gnu_cxx::new_allocator<cv::Mat>::allocate(unsigned int, void const*) [174]
                0.00    0.00      48/72          __gnu_cxx::__alloc_traits<std::allocator<cv::Mat> >::max_size(std::allocator<cv::Mat> const&) [147]
[135]    0.0    0.00    0.00      72         __gnu_cxx::new_allocator<cv::Mat>::max_size() const [135]
-----------------------------------------------
                0.00    0.00      72/72          computeGradient(cv::Mat*) [201]
[136]    0.0    0.00    0.00      72         std::vector<cv::Mat, std::allocator<cv::Mat> >::operator[](unsigned int) [136]
-----------------------------------------------
                0.00    0.00      18/70          computeGradient(cv::Mat*) [201]
                0.00    0.00      24/70          std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [180]
                0.00    0.00      28/70          std::vector<cv::Mat, std::allocator<cv::Mat> >::insert(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [170]
[137]    0.0    0.00    0.00      70         std::vector<cv::Mat, std::allocator<cv::Mat> >::begin() [137]
                0.00    0.00      70/112         __gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::__normal_iterator(cv::Mat* const&) [126]
-----------------------------------------------
                0.00    0.00      64/64          OODirectSlamSE3<float>::computePyramid(int) [31]
[138]    0.0    0.00    0.00      64         Frame<float>::Frame() [138]
                0.00    0.00      64/386         Mat<float>::Mat() [122]
-----------------------------------------------
                0.00    0.00      12/64          std::vector<Mat<float>, std::allocator<Mat<float> > >::end() [190]
                0.00    0.00      16/64          std::vector<Mat<float>, std::allocator<Mat<float> > >::insert(__gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >, Mat<float> const&) [72]
                0.00    0.00      36/64          std::vector<Mat<float>, std::allocator<Mat<float> > >::begin() [159]
[139]    0.0    0.00    0.00      64         __gnu_cxx::__normal_iterator<Mat<float>*, std::vector<Mat<float>, std::allocator<Mat<float> > > >::__normal_iterator(Mat<float>* const&) [139]
-----------------------------------------------
                0.00    0.00      64/64          afficher(std::string, cv::Mat*, cv::Mat*, cv::Mat*, bool, float) [172]
[140]    0.0    0.00    0.00      64         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [140]
-----------------------------------------------
                0.00    0.00       1/56          Ranq1::Ranq1(long) [215]
                0.00    0.00      55/56          Ranq1::doub() [142]
